NAZIONALITA,AREOPORTO_ARRIVO,AREOPORTO_PARTENZA,DATA_PARTENZA,CITTA_ARR,CITTA_PARTENZA,PAESE_PART,ZONA,ENTRATI,INVESTIGATI,ALLARMATI,TIPO_DOCUMENTO,GENERE,FASCIA_ETA,FLAG_TRANSITO,COMPAGNIA_AEREA,NUMERO_VOLO,ESITO_CONTROLLO,note_operatore,codice_rischio
alb,vce,jed,2024-01-03 17:40:00,venezia,jeddah,arabia saudita,4,2,2,1,permesso di soggiorno,,,singola tratta,wizz air malta,w45476,respinto,,
,goa,stn,2024-01-19 18:05:00,genova,londra,regno unito,1,1,1,0,permesso di soggiorno,f,,singola tratta,ryanair dac,fr0972,respinto,,
alb,bri,tia,2024-02-18 20:55:00,bari,tirana,albania,9,13,13,0,permesso di soggiorno,m,61+,singola tratta,wizz air malta,w46647,fermato,,
alb,fco,auh,2024-01-28 17:45:00,roma,abu dhabi,emirati arabi uniti,5,1,0,0,,,31-45,singola tratta,wizz air abu dhabi,5w7049,,,
alb,psa,tia,2024-02-16 16:10:00,pisa,tirana,albania,8,156,156,10,passaporto,m,0-17,singola tratta,wizz air malta,w46649,,,
alb,psa,tia,2024-01-02 07:30:00,pisa,tirana,albania,8,65,65,69,,f,61+,singola tratta,air albania,zb2009,ok,,
alb,goa,stn,2024-01-23 12:35:00,genova,londra,regno unito,1,1,1,0,,,46-60,singola tratta,ryanair dac,fr0972,respinto,,
alb,fco,saw,2024-02-24 15:35:00,roma,istanbul,turchia,5,2,2,0,,f,0-17,singola tratta,pegasus airlines,pc1225,ok,,
alb,blq,saw,2024-01-29 11:30:00,bologna,istanbul,turchia,8,3,3,0,,f,46-60,singola tratta,pegasus airlines,pc1217,segnalato,,
alb,nap,ssh,2024-02-21 00:00:00,napoli,sharm el sheikh,egitto,6,3,3,0,,f,46-60,singola tratta,easyjet europe,ec4242,segnalato,,
alb,peg,stn,2024-02-13 12:35:00,perugia,londra,regno unito,5,1,1,1,passaporto,m,61+,singola tratta,ryanair dac,fr2497,,,
alb,mxp,tia,2024-01-26 20:10:00,milano,tirana,albania,2,113,113,7,passaporto,f,61+,singola tratta,wizz air malta,w46609,segnalato,,
alb,tsf,tia,2024-01-19 06:50:00,treviso,tirana,albania,4,,,,,f,61+,singola tratta,wizz air malta,w43851,ok,,
alb,mxp,ssh,2024-02-09 13:40:00,milano,sharm el sheikh,egitto,2,1,1,0,visto,m,,singola tratta,easyjet europe,ec3892,ok,,
alb,bgy,rak,2024-02-16 06:05:00,bergamo,marrakech,marocco,2,1,1,0,visto,f,0-17,singola tratta,ryanair dac,fr3403,fermato,,
alb,mxp,tia,2024-01-05 12:50:00,milano,tirana,albania,2,93,93,21,,m,18-30,singola tratta,air albania,zb2003,,,
alb,fco,hnd,2024-02-28 13:20:00,roma,tokyo,giappone,5,1,1,0,,f,,singola tratta,ita airways,az0793,in attesa,,
alb,mxp,kul,2024-01-16 03:10:00,milano,kuala lumpur,malesia,2,3,3,0,passaporto,m,31-45,singola tratta,etihad airways,ey0081,respinto,,
afg,fco,ika,2024-02-08 06:00:00,roma,tehran,iran,5,22,25,25,,f,0-17,singola tratta,iran air,ir0739,segnalato,,
alb,psa,tia,2024-02-05 16:45:00,pisa,tirana,albania,8,116,116,18,carta d'identità,m,0-17,singola tratta,wizz air malta,w46649,ok,,
alb,cia,tia,2024-01-11 00:00:00,roma,tirana,albania,5,103,103,18,passaporto,f,46-60,singola tratta,ryanair dac,fr8360,,,
alb,blq,tia,2024-02-21 09:10:00,bologna,tirana,albania,8,80,80,10,carta d'identità,f,61+,singola tratta,ryanair dac,fr8399,,,
ago,fco,lad,2024-01-20 00:05:00,roma,luanda,angola,5,1,0,0,permesso di soggiorno,,0-17,singola tratta,ethiopian airlines,et0712,in attesa,,
alb,fco,ywg,2024-01-01 20:00:00,roma,winnipeg,canada,5,,,,carta d'identità,m,61+,singola tratta,air canada,ac0890,respinto,,
alb,blq,stn,2024-01-19 20:50:00,bologna,londra,regno unito,8,1,1,0,permesso di soggiorno,m,0-17,singola tratta,ryanair dac,fr1194,respinto,,
alb,cag,tia,2024-01-10 05:35:00,cagliari,tirana,albania,5,1,0,0,carta d'identità,m,31-45,singola tratta,ita airways,az0507,fermato,,
alb,psa,tia,2024-02-17 15:10:00,pisa,tirana,albania,8,98,98,14,passaporto,m,61+,singola tratta,wizz air malta,w46649,segnalato,,
afg,mxp,ika,2024-01-02 02:20:00,milano,tehran,iran,2,1,1,0,,f,,singola tratta,qatar airways,qr0123,segnalato,,
alb,bgy,man,2024-01-18 00:00:00,bergamo,manchester,regno unito,2,1,1,0,passaporto,m,46-60,singola tratta,ryanair dac,fr3216,ok,,
afg,fco,pew,2024-01-24 08:55:00,roma,peshawar,pakistan,5,1,1,0,passaporto,,0-17,singola tratta,emirates,ek0097,,,
alb,vce,znz,2024-01-24 18:00:00,venezia,zanzibar,tanzania,4,1,1,0,passaporto,m,46-60,singola tratta,turkish airlines,tk1869,,,
alb,mxp,rmf,2024-02-25 21:20:00,milano,marsa alam,egitto,2,9,8,5,passaporto,f,31-45,singola tratta,wizz air malta,w45698,ok,,
afg,bgy,kbl,2024-01-01 18:00:00,bergamo,kabul,afghanistan,2,1,1,1,passaporto,f,61+,singola tratta,fly dubai,fz1571,respinto,,
alb,cia,tia,2024-02-03 19:25:00,roma,tirana,albania,5,64,64,5,passaporto,f,46-60,singola tratta,ryanair dac,fr8360,ok,,
alb,mxp,hrg,2024-01-01 20:20:00,milano,hurghada,egitto,2,1,1,1,passaporto,f,61+,singola tratta,wizz air malta,w45556,,,
alb,peg,tia,2024-01-23 00:00:00,perugia,tirana,albania,5,142,115,13,,m,46-60,singola tratta,wizz air malta,w44811,fermato,,
alb,mxp,ssh,2024-02-24 19:20:00,milano,sharm el sheikh,egitto,2,1,1,1,carta d'identità,f,18-30,singola tratta,wizz air malta,w45608,in attesa,,
alb,blq,tia,2024-02-15 18:10:00,bologna,tirana,albania,8,101,101,104,permesso di soggiorno,,31-45,singola tratta,ryanair dac,fr8399,in attesa,,
alb,trn,tia,2024-01-13 06:55:00,torino,tirana,albania,1,134,137,24,,f,61+,singola tratta,wizz air malta,w46603,fermato,,
alb,mxp,tia,2024-01-02 12:55:00,milano,tirana,albania,2,86,86,13,passaporto,m,18-30,singola tratta,air albania,zb2003,segnalato,,
are,bgy,stn,2024-02-04 21:00:00,bergamo,londra,regno unito,2,1,1,0,permesso di soggiorno,f,18-30,singola tratta,ryanair dac,fr4189,ok,,
alb,bds,tia,2024-02-16 20:50:00,brindisi,tirana,albania,9,22,22,2,,f,31-45,singola tratta,wizz air malta,w44817,in attesa,,
alb,trn,ist,2024-01-10 18:00:00,torino,istanbul,turchia,1,1,1,0,passaporto,f,46-60,singola tratta,turkish airlines,tk1863,respinto,,
alb,mxp,tia,2024-02-23 06:20:00,milano,tirana,albania,2,158,158,8,carta d'identità,m,31-45,singola tratta,wizz air malta,w46607,segnalato,,
alb,blq,ist,2024-01-21 17:35:00,bologna,istanbul,turchia,8,1,1,0,passaporto,f,61+,singola tratta,turkish airlines,tk1325,fermato,,
alb,blq,tia,2024-01-03 19:00:00,bologna,tirana,albania,8,90,90,20,passaporto,m,0-17,singola tratta,air albania,zb2005,,,
alb,bgy,saw,2024-01-01 14:15:00,bergamo,istanbul,turchia,2,8,8,3,permesso di soggiorno,f,31-45,singola tratta,pegasus airlines,pc1213,in attesa,,
alb,fco,tfu,2024-01-27 01:45:00,roma,chengdu,cina,5,1,0,0,permesso di soggiorno,f,31-45,singola tratta,sichuan airlines,3u3895,fermato,,
alb,fco,lhr,2024-01-21 18:30:00,roma,londra,regno unito,5,1,0,0,permesso di soggiorno,f,18-30,singola tratta,british airways,ba0558,fermato,,
alb,psa,tia,2024-02-15 21:50:00,pisa,tirana,albania,8,77,77,14,visto,m,18-30,singola tratta,ryanair dac,fr8391,in attesa,,
alb,blq,tia,2024-02-19 20:25:00,bologna,tirana,albania,8,96,96,97,visto,m,61+,singola tratta,wizz air malta,w43847,respinto,,
alb,nap,stn,2024-01-08 14:20:00,napoli,londra,regno unito,6,2,2,0,visto,m,61+,singola tratta,ryanair dac,fr1474,fermato,,
alb,cta,tia,2024-01-18 08:10:00,catania,tirana,albania,7,16,16,4,visto,f,31-45,singola tratta,wizz air malta,w46605,,,
afg,blq,saw,2024-02-13 11:10:00,bologna,istanbul,turchia,8,1,1,0,passaporto,,46-60,singola tratta,pegasus airlines,pc1217,,,
alb,psr,tia,2024-01-27 11:15:00,pescara,tirana,albania,9,81,81,5,visto,m,0-17,singola tratta,wizz air malta,w43863,ok,,
alb,psa,tia,2024-02-04 16:05:00,pisa,tirana,albania,8,101,103,14,passaporto,m,31-45,singola tratta,wizz air malta,w46649,respinto,,
alb,mxp,tia,2024-01-31 10:30:00,milano,tirana,albania,2,63,63,9,visto,f,61+,singola tratta,wizz air malta,w46629,segnalato,,
,goa,tia,2024-01-02 17:00:00,genova,tirana,albania,1,148,148,33,passaporto,f,61+,singola tratta,wizz air malta,w46637,ok,,
alb,fco,saw,2024-01-07 15:35:00,roma,istanbul,turchia,5,6,0,0,carta d'identità,f,0-17,singola tratta,pegasus airlines,pc1225,respinto,,
ago,lin,poa,2024-01-30 00:00:00,milano,porto alegre,brasile,2,1,1,0,carta d'identità,m,46-60,singola tratta,ita airways,az0673,in attesa,,
alb,mxp,tia,2024-01-07 20:10:00,milano,tirana,albania,2,93,93,14,carta d'identità,m,61+,singola tratta,wizz air malta,w46609,segnalato,,
,bri,stn,2024-01-20 06:50:00,bari,londra,regno unito,9,2,2,1,permesso di soggiorno,m,31-45,singola tratta,ryanair dac,fr1905,fermato,,
alb,fco,auh,2024-01-30 17:45:00,roma,abu dhabi,emirati arabi uniti,5,3,3,0,,m,0-17,singola tratta,wizz air abu dhabi,5w7049,respinto,,
alb,fco,ewr,2024-01-07 17:40:00,roma,newark,stati uniti,5,2,2,0,permesso di soggiorno,m,0-17,singola tratta,united airlines,ua0040,respinto,,
,bgy,tia,2024-01-06 08:20:00,bergamo,tirana,albania,2,112,112,13,passaporto,m,46-60,singola tratta,ryanair dac,fr8350,,,
alb,cta,tia,2024-01-01 17:00:00,catania,tirana,albania,7,18,18,2,,m,61+,singola tratta,wizz air malta,w46688,fermato,,
alb,pmo,tia,2024-02-25 16:55:00,palermo,tirana,albania,7,1,1,1,,m,61+,singola tratta,ita airways,az0585,segnalato,,
alb,bri,ist,2024-01-24 19:25:00,bari,istanbul,turchia,9,1,1,1,,m,18-30,singola tratta,turkish airlines,tk1465,respinto,,
alb,bgy,tia,2024-01-13 12:10:00,bergamo,tirana,albania,2,98,98,11,carta d'identità,m,18-30,singola tratta,wizz air malta,w43885,respinto,,
alb,cta,tia,2024-02-21 00:00:00,catania,tirana,albania,7,24,24,2,,m,18-30,singola tratta,ryanair dac,fr8370,in attesa,,
alb,psa,tia,2024-01-04 06:50:00,pisa,tirana,albania,8,119,119,26,carta d'identità,,18-30,singola tratta,wizz air malta,w43853,segnalato,,
alb,tsf,tia,2024-01-02 15:25:00,treviso,tirana,albania,4,39,39,15,carta d'identità,m,18-30,singola tratta,wizz air malta,w44809,in attesa,,
alb,bgy,stn,2024-01-19 13:55:00,bergamo,londra,regno unito,2,,,,,f,61+,singola tratta,ryanair dac,fr3674,,,
alb,mxp,dps,2024-02-26 15:30:00,milano,denpasar,indonesia,2,1,1,0,,f,61+,singola tratta,qatar airways,qr0117,ok,,
alb,mxp,tia,2024-01-12 19:45:00,milano,tirana,albania,2,93,93,10,permesso di soggiorno,f,,singola tratta,wizz air malta,w46609,in attesa,,
alb,mxp,lgw,2024-02-08 20:45:00,milano,londra,regno unito,2,,,,,m,31-45,singola tratta,wizz air malta,w45787,segnalato,,
alb,bgy,man,2024-01-28 18:40:00,bergamo,manchester,regno unito,2,1,1,0,passaporto,m,0-17,singola tratta,ryanair dac,fr0892,,,
alb,psa,tia,2024-01-10 17:55:00,pisa,tirana,albania,8,127,127,18,,m,61+,singola tratta,ryanair dac,fr8391,in attesa,,
alb,mxp,tia,2024-02-28 06:20:00,milano,tirana,albania,2,,,,,f,61+,singola tratta,wizz air malta,w46607,segnalato,,
alb,mxp,jfk,2024-02-24 00:00:00,milano,new york,stati uniti,2,3,3,1,passaporto,f,,singola tratta,american airlines,aa0198,fermato,,
alb,nap,adb,2024-01-05 08:00:00,napoli,smirne,turchia,6,2,2,0,permesso di soggiorno,m,31-45,singola tratta,turkish airlines,tk1453,in attesa,,
alb,vrn,tia,2024-02-29 13:20:00,verona,tirana,albania,4,140,140,22,,f,31-45,singola tratta,wizz air malta,w43849,ok,,
alb,mxp,lrm,2024-01-21 19:30:00,milano,la romana,repubblica dominicana,2,,,,carta d'identità,f,0-17,singola tratta,neos s.p.a.,no0737,in attesa,,
and,bgy,stn,2024-01-08 15:25:00,bergamo,londra,regno unito,2,1,1,0,visto,,61+,singola tratta,ryanair dac,fr3674,ok,,
alb,pmo,stn,2024-01-20 12:45:00,palermo,londra,regno unito,7,1,2,0,passaporto,f,18-30,singola tratta,ryanair dac,fr3918,respinto,,
alb,blq,skp,2024-01-08 19:10:00,bologna,skopie,macedonia,8,1,1,0,visto,m,61+,singola tratta,wizz air hungary,w67799,,,
alb,blq,tia,2024-01-09 18:10:00,bologna,tirana,albania,8,130,130,26,carta d'identità,f,18-30,singola tratta,ryanair dac,fr8399,fermato,,
alb,bgy,tia,2024-01-25 14:55:00,bergamo,tirana,albania,2,46,47,3,,,31-45,singola tratta,wizz air malta,w43869,ok,,
alb,mxp,hkt,2024-01-28 14:15:00,milano,phuket,thailandia,2,3,3,2,,m,31-45,singola tratta,oman air,wy0143,,,
alb,fco,sgn,2024-01-06 02:30:00,roma,ho chi minh city,vietnam,5,,,,,f,61+,singola tratta,qatar airways,qr0115,in attesa,,
alb,blq,tia,2024-02-13 19:55:00,bologna,tirana,albania,8,56,56,16,passaporto,f,18-30,singola tratta,wizz air malta,w43847,respinto,,
alb,bri,tia,2024-02-06 16:40:00,bari,tirana,albania,9,,,,carta d'identità,f,18-30,singola tratta,wizz air malta,w46647,segnalato,,
alb,bgy,tia,2024-02-25 12:10:00,bergamo,tirana,albania,2,59,59,17,permesso di soggiorno,f,,singola tratta,ryanair dac,fr8350,segnalato,,
alb,mxp,tia,2024-02-04 10:30:00,milano,tirana,albania,2,123,123,16,,m,0-17,singola tratta,wizz air malta,w46629,ok,,
alb,blq,tia,2024-02-09 11:55:00,bologna,tirana,albania,8,104,104,17,,m,18-30,singola tratta,ryanair dac,fr8399,fermato,,
,trs,stn,2024-02-13 06:45:00,trieste,londra,regno unito,4,2,2,0,passaporto,m,46-60,singola tratta,ryanair dac,fr0168,ok,,
alb,tsf,tia,2024-02-03 15:25:00,treviso,tirana,albania,4,83,83,10,carta d'identità,m,18-30,singola tratta,wizz air malta,w44809,in attesa,,
alb,blq,ltn,2024-02-12 17:10:00,bologna,londra,regno unito,8,1,1,0,carta d'identità,m,18-30,singola tratta,ryanair dac,fr3406,fermato,,
alb,mxp,fll,2024-01-30 00:00:00,milano,fort lauderdale,stati uniti,2,1,1,0,,,,singola tratta,united airlines,ua 0019,segnalato,,
ago,mxp,lgw,2024-02-01 00:00:00,milano,londra,regno unito,2,1,1,0,visto,f,0-17,singola tratta,wizz air malta,w45787,respinto,,
alb,bgy,stn,2024-01-25 08:00:00,bergamo,londra,regno unito,2,1,1,0,,,61+,singola tratta,ryanair dac,fr2738,in attesa,,r3
alb,aoi,tia,2024-01-22 14:00:00,ancona,tirana,albania,8,91,91,17,visto,f,46-60,singola tratta,wizz air malta,w43855,ok,,
afg,mxp,amm,2024-01-28 23:00:00,milano,amman,giordania,2,1,1,0,passaporto,m,46-60,singola tratta,wizz air malta,w45616,in attesa,,
alb,mxp,skp,2024-02-02 00:00:00,milano,skopie,macedonia,2,1,1,0,passaporto,f,0-17,singola tratta,wizz air hungary,w67741,respinto,,
alb,ciy,tia,2024-01-18 12:55:00,comiso,tirana,albania,7,26,26,30,visto,f,46-60,singola tratta,wizz air malta,w46673,,,
,fco,ssh,2024-01-02 13:05:00,roma,sharm el sheikh,egitto,5,1,1,2,visto,m,61+,singola tratta,turkish airlines,tk 1865,fermato,,
alb,tsf,tia,2024-02-02 06:50:00,treviso,tirana,albania,4,102,102,4,,f,0-17,singola tratta,wizz air malta,w43851,,,
alb,mxp,bna,2024-02-08 18:15:00,milano,nashville,stati uniti,2,1,,0,carta d'identità,f,61+,singola tratta,american airlines,aa0198,respinto,,
alb,mxp,tia,2024-02-27 20:15:00,milano,tirana,albania,2,48,0,0,carta d'identità,f,,singola tratta,wizz air malta,w46629,segnalato,,
,fco,lad,2024-01-23 00:05:00,roma,luanda,angola,5,1,0,0,,f,0-17,singola tratta,ethiopian airlines,et0712,,,
alb,blq,tia,2024-01-01 00:00:00,bologna,tirana,albania,8,109,109,13,passaporto,,,singola tratta,wizz air malta,w46681,ok,passeggero noto,
alb,bgy,tia,2024-01-18 12:10:00,bergamo,tirana,albania,2,62,62,8,carta d'identità,f,46-60,singola tratta,wizz air malta,w43885,,,
alb,nap,hrg,2024-01-02 12:05:00,napoli,hurghada,egitto,6,1,1,1,permesso di soggiorno,f,46-60,singola tratta,easyjet europe,ec4244,,,
alb,mxp,ist,2024-02-24 12:35:00,milano,istanbul,turchia,2,1,1,0,,m,31-45,singola tratta,turkish airlines,tk1895,segnalato,,
alb,psa,lgw,2024-02-06 13:30:00,pisa,londra,regno unito,8,1,1,0,,f,18-30,singola tratta,easyjet,u28317,respinto,,
alb,fco,lgw,2024-02-15 10:10:00,roma,londra,regno unito,5,1,3,0,,,61+,singola tratta,wizz air malta,w45781,,alert manuale,
alb,peg,tia,2024-02-15 15:20:00,perugia,tirana,albania,5,127,127,12,visto,f,61+,singola tratta,wizz air malta,w44811,ok,,
alb,bgy,stn,2024-02-28 09:35:00,bergamo,londra,regno unito,2,1,1,0,visto,m,18-30,singola tratta,ryanair dac,fr3674,respinto,,
alb,aoi,tia,2024-02-08 11:15:00,ancona,tirana,albania,8,64,64,20,carta d'identità,f,31-45,singola tratta,wizz air malta,w43855,,,
alb,cta,tia,2024-01-01 12:45:00,catania,tirana,albania,7,39,39,3,carta d'identità,f,18-30,singola tratta,wizz air malta,w46605,fermato,,
alb,fco,cai,2024-02-07 17:55:00,roma,cairo,egitto,5,2,3,0,,,0-17,singola tratta,ita airways,az0897,,,
alb,nap,tia,2024-01-05 10:30:00,napoli,tirana,albania,6,115,115,15,passaporto,f,0-17,singola tratta,wizz air malta,w44825,,,
alb,bri,stn,2024-01-21 09:55:00,bari,londra,regno unito,9,,,,carta d'identità,f,31-45,singola tratta,ryanair dac,fr1905,ok,,
alb,trn,lgw,2024-02-25 08:05:00,torino,londra,regno unito,1,1,1,0,permesso di soggiorno,,18-30,singola tratta,easyjet,u28357,segnalato,,
alb,fco,tia,2024-01-28 06:10:00,roma,tirana,albania,5,129,0,0,carta d'identità,f,61+,singola tratta,wizz air malta,w43857,respinto,,
alb,bgy,saw,2024-02-27 11:10:00,bergamo,istanbul,turchia,2,1,1,1,passaporto,f,46-60,singola tratta,turkish airlines,tk7794,fermato,,
alb,blq,tia,2024-02-13 11:50:00,bologna,tirana,albania,8,51,51,10,,m,31-45,singola tratta,wizz air malta,w43877,fermato,,
alb,fco,tia,2024-01-09 20:50:00,roma,tirana,albania,5,92,0,0,carta d'identità,f,,singola tratta,wizz air malta,w46691,in attesa,,
alb,bri,tia,2024-01-09 16:50:00,bari,tirana,albania,9,106,106,15,passaporto,m,0-17,singola tratta,wizz air malta,w46647,segnalato,,
alb,fco,lgw,2024-02-14 09:50:00,roma,londra,regno unito,5,2,2,0,permesso di soggiorno,f,46-60,singola tratta,wizz air malta,w45781,segnalato,,
alb,fco,dwc,2024-01-06 10:30:00,roma,dubai,emirati arabi uniti,5,1,1,0,,f,46-60,singola tratta,neos s.p.a.,no5017,,,
alb,cta,tia,2024-02-19 12:55:00,catania,tirana,albania,7,42,42,4,permesso di soggiorno,m,46-60,singola tratta,wizz air malta,w46605,in attesa,,
alb,flr,lgw,2024-01-09 15:31:00,firenze,londra,regno unito,8,1,1,3,passaporto,f,31-45,singola tratta,vueling airlines,vy6207,fermato,,
alb,tsf,tia,2024-02-26 09:00:00,treviso,tirana,albania,4,69,69,15,,,,singola tratta,ryanair dac,fr8400,segnalato,,
alb,fco,tia,2024-01-19 15:20:00,roma,tirana,albania,5,106,106,6,carta d'identità,m,61+,singola tratta,wizz air malta,w43887,fermato,,
alb,tsf,tia,2024-01-18 06:50:00,treviso,tirana,albania,4,57,57,7,visto,f,31-45,singola tratta,wizz air malta,w43851,,,
alb,vce,brs,2024-01-01 11:40:00,venezia,bristol,regno unito,4,5,5,0,passaporto,f,0-17,singola tratta,ryanair dac,fr1361,in attesa,,
alb,psa,lgw,2024-02-18 08:25:00,pisa,londra,regno unito,8,1,1,0,,m,31-45,singola tratta,easyjet,u2 8315,in attesa,,
alb,vce,skp,2024-02-11 18:00:00,venezia,skopie,macedonia,4,1,1,0,,,46-60,singola tratta,air serbia,ju0564,segnalato,verifica richiesta,
,cta,tia,2024-01-26 13:10:00,catania,tirana,albania,7,47,47,5,permesso di soggiorno,m,,singola tratta,wizz air malta,w46605,respinto,,
alb,fco,tia,2024-01-11 06:10:00,roma,tirana,albania,5,118,118,9,permesso di soggiorno,m,61+,singola tratta,wizz air malta,w43857,fermato,,
afg,fco,ika,2024-02-26 11:20:00,roma,tehran,iran,5,1,1,0,carta d'identità,,46-60,singola tratta,turkish airlines,tk7660,ok,,
alb,vrn,tia,2024-01-10 21:05:00,verona,tirana,albania,4,105,105,16,carta d'identità,f,61+,singola tratta,wizz air malta,w43849,segnalato,,
alb,fco,tia,2024-01-12 06:10:00,roma,tirana,albania,5,109,109,3,carta d'identità,f,18-30,singola tratta,wizz air malta,w43857,ok,,
are,bgy,dxb,2024-02-08 18:00:00,bergamo,dubai,emirati arabi uniti,2,1,1,0,,f,46-60,singola tratta,fly dubai,fz1571,segnalato,,
alb,trn,tia,2024-01-27 06:55:00,torino,tirana,albania,1,108,108,16,permesso di soggiorno,f,31-45,singola tratta,wizz air malta,w46603,fermato,,
alb,bgy,tia,2024-01-21 06:10:00,bergamo,tirana,albania,2,103,103,18,visto,,0-17,singola tratta,wizz air malta,w43845,segnalato,,
alb,blq,tia,2024-02-20 06:55:00,bologna,tirana,albania,8,61,61,6,permesso di soggiorno,f,31-45,singola tratta,wizz air malta,w46681,,,
alb,cta,tia,2024-01-29 12:55:00,catania,tirana,albania,7,33,33,5,passaporto,m,46-60,singola tratta,wizz air malta,w46605,,,
afg,bri,stn,2024-01-16 12:50:00,bari,londra,regno unito,9,1,1,0,carta d'identità,f,18-30,singola tratta,ryanair dac,fr1905,,,
alb,mxp,jed,2024-02-11 19:30:00,milano,jeddah,arabia saudita,2,,,,passaporto,f,0-17,singola tratta,wizz air malta,w45692,,,
alb,goa,tia,2024-01-27 15:45:00,genova,tirana,albania,1,2,2,0,permesso di soggiorno,m,31-45,singola tratta,ita airways,az0585,in attesa,,
alb,lin,jfk,2024-02-28 21:00:00,milano,new york,stati uniti,2,1,1,0,passaporto,m,31-45,singola tratta,ita airways,az0611,fermato,,
alb,vce,stn,2024-02-13 08:45:00,venezia,londra,regno unito,4,5,5,0,passaporto,m,61+,singola tratta,ryanair dac,fr0792,,,
alb,mxp,tia,2024-01-27 12:50:00,milano,tirana,albania,2,53,53,8,permesso di soggiorno,m,46-60,singola tratta,air albania,zb2003,respinto,,
alb,mxp,tia,2024-01-07 06:20:00,milano,tirana,albania,2,123,123,18,,m,0-17,singola tratta,wizz air malta,w46607,segnalato,,
,psr,tia,2024-02-20 11:15:00,pescara,tirana,albania,9,85,85,15,visto,f,61+,singola tratta,wizz air malta,w43863,in attesa,,
afg,nap,kbl,2024-02-17 07:30:00,napoli,kabul,afghanistan,6,,,,carta d'identità,f,0-17,singola tratta,fly dubai,fz1681,fermato,,
ago,fco,cmn,2024-01-03 13:00:00,roma,casablanca,marocco,5,2,2,0,visto,f,46-60,singola tratta,royal air maroc,at0940,in attesa,,
alb,bgy,stn,2024-01-06 08:10:00,bergamo,londra,regno unito,2,1,1,0,,m,31-45,singola tratta,ryanair dac,fr3674,ok,,
ago,fco,lad,2024-02-29 00:05:00,roma,luanda,angola,5,1,1,0,permesso di soggiorno,f,46-60,singola tratta,ethiopian airlines,et0712,in attesa,,
alb,blq,lgw,2024-01-26 17:35:00,bologna,londra,regno unito,8,1,1,0,permesso di soggiorno,m,61+,singola tratta,easyjet,u28349,in attesa,,
alb,fco,tia,2024-01-18 19:25:00,roma,tirana,albania,5,55,0,0,passaporto,m,,singola tratta,wizz air malta,w43887,segnalato,,
alb,psr,tia,2024-02-08 11:15:00,pescara,tirana,albania,9,78,78,8,permesso di soggiorno,m,,singola tratta,wizz air malta,w43863,,,
alb,bgy,tia,2024-01-01 12:10:00,bergamo,tirana,albania,2,109,109,16,passaporto,m,18-30,singola tratta,wizz air malta,w43885,ok,,
alb,ciy,tia,2024-01-04 12:55:00,comiso,tirana,albania,7,118,118,14,,,61+,singola tratta,wizz air malta,w46673,segnalato,,
alb,mxp,hkt,2024-01-03 14:45:00,milano,phuket,thailandia,2,3,3,0,visto,m,,singola tratta,etihad airways,ey0079,,,
alb,peg,tia,2024-02-29 15:20:00,perugia,tirana,albania,5,134,134,135,,f,31-45,singola tratta,wizz air malta,w44811,in attesa,,
alb,fco,lgw,2024-01-27 10:00:00,roma,londra,regno unito,5,3,3,0,,m,61+,singola tratta,wizz air malta,w45781,,,
and,pmo,stn,2024-02-04 17:00:00,palermo,londra,regno unito,7,1,1,0,,f,18-30,singola tratta,ryanair dac,fr3918,ok,,
alb,cta,tia,2024-01-18 00:00:00,catania,tirana,albania,7,46,46,3,,m,18-30,singola tratta,ryanair dac,fr8370,fermato,,
alb,trn,stn,2024-01-08 06:35:00,torino,londra,regno unito,1,1,1,0,carta d'identità,,61+,singola tratta,ryanair dac,fr0464,,,
