OCCORRENZE,AREOPORTO_ARRIVO,AREOPORTO_PARTENZA,DATA_PARTENZA,CITTA_ARR_allarmi,CITTA_PARTENZA_allarmi,PAESE_PART_allarmi,ZONA_allarmi,TOT,MOTIVO_ALLARME,note_operatore_allarmi,flag_rischio,NAZIONALITA,CITTA_ARR_tip,CITTA_PARTENZA_tip,PAESE_PART_tip,ZONA_tip,ENTRATI,INVESTIGATI,ALLARMATI,TIPO_DOCUMENTO,GENERE,FASCIA_ETA,FLAG_TRANSITO,COMPAGNIA_AEREA,NUMERO_VOLO,ESITO_CONTROLLO,note_operatore_tip,codice_rischio
voli disponibili,fco,cai,2024-01-10 17:55:00,roma,cairo,egitto,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,cai,2024-01-10 17:55:00,roma,cairo,egitto,5.0,2.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,mxp,jfk,2024-01-10 18:15:00,milano,new york,stati uniti,2.0,15.0,sdi,,,alb,milano,new york,stati uniti,2.0,2.0,2.0,0.0,,m,46-60,singola tratta,american airlines,aa0198,fermato,,
voli disponibili,lin,lhr,2024-01-10 18:30:00,milano,londra,regno unito,2.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,phl,2024-01-10 18:45:00,roma,filadelfia,stati uniti,5.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
allarmi generati,mxp,ssh,2024-01-10 19:40:00,milano,sharm el sheikh,egitto,2.0,18.0,manuale,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,lgw,2024-01-10 19:55:00,milano,londra,regno unito,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli disponibili,mxp,lgw,2024-01-10 19:55:00,milano,londra,regno unito,2.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
voli investigati,fco,ruh,2024-01-10 20:40:00,roma,riyadh,arabia saudita,5.0,1.0,tsc,,,alb,roma,riyadh,arabia saudita,5.0,6.0,6.0,1.0,,f,18-30,singola tratta,wizz air malta,w48394,respinto,,
allarmi generati,vce,evn,2024-01-10 20:45:00,venezia,yerevan,armenia,4.0,5.0,tsc,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,bri,tia,2024-01-10 20:55:00,bari,tirana,albania,9.0,1.0,interpol,,,,bari,tirana,albania,9.0,58.0,58.0,9.0,passaporto,f,18-30,singola tratta,wizz air malta,w46647,in attesa,,
allarmi generati,fco,auh,2024-01-10 21:05:00,roma,abu dhabi,emirati arabi uniti,5.0,10.0,,,,,,,,,,,,,,,,,,,,
esito negativo,fco,skp,2024-01-11 00:00:00,roma,skopie,macedonia,5.0,15.0,sdi,,,,,,,,,,,,,,,,,,,
allarmi chiusi,mxp,kut,2024-01-11 00:00:00,milano,kutaisi,georgia,2.0,15.0,,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,cia,stn,2024-01-11 00:00:00,roma,londra,regno unito,5.0,6.0,sdi,,,,,,,,,,,,,,,,,,,
voli disponibili,mxp,auh,2024-01-11 03:10:00,milano,abu dhabi,emirati arabi uniti,2.0,1.0,,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,cai,2024-01-11 04:30:00,roma,cairo,egitto,5.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,fco,ika,2024-01-11 06:00:00,roma,tehran,iran,5.0,12.0,sdi,,,afg,roma,tehran,iran,5.0,28.0,28.0,1.0,carta d'identità,m,31-45,singola tratta,iran air,ir0739,ok,,
voli con allarmi,bgy,stn,2024-01-11 06:00:00,bergamo,londra,regno unito,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,bgy,stn,2024-01-11 06:00:00,bergamo,londra,regno unito,2.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,bgy,tia,2024-01-11 06:10:00,bergamo,tirana,albania,2.0,161.0,nsis,,,alb,bergamo,tirana,albania,2.0,,,,,f,31-45,singola tratta,wizz air malta,w43845,ok,,
viaggiatori con allarmi,mxp,tia,2024-01-11 06:20:00,milano,tirana,albania,2.0,17.0,nsis,,,alb,milano,tirana,albania,2.0,,,,visto,f,31-45,singola tratta,wizz air malta,w46607,fermato,,
allarmi chiusi,mxp,tia,2024-01-11 06:20:00,milano,tirana,albania,2.0,1.0,sdi,,,alb,milano,tirana,albania,2.0,,,,visto,f,31-45,singola tratta,wizz air malta,w46607,fermato,,
voli investigati,trn,stn,2024-01-11 06:30:00,torino,londra,regno unito,1.0,1.0,,,,,,,,,,,,,,,,,,,,
voli investigati,lin,lhr,2024-01-11 06:45:00,milano,londra,regno unito,2.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,lin,lhr,2024-01-11 06:45:00,milano,londra,regno unito,2.0,36.0,tsc,,,,,,,,,,,,,,,,,,,
voli investigati,tsf,tia,2024-01-11 06:50:00,treviso,tirana,albania,4.0,1.0,,,,alb,treviso,tirana,albania,4.0,108.0,108.0,8.0,visto,,0-17,singola tratta,wizz air malta,w43851,segnalato,,
voli con allarmi,tsf,tia,2024-01-11 06:50:00,treviso,tirana,albania,4.0,1.0,nsis,passeggero noto,,alb,treviso,tirana,albania,4.0,108.0,108.0,8.0,visto,,0-17,singola tratta,wizz air malta,w43851,segnalato,,
viaggiatori con allarmi,trn,tia,2024-01-11 06:55:00,torino,tirana,albania,1.0,32.0,manuale,,,alb,torino,tirana,albania,1.0,169.0,169.0,25.0,visto,m,,singola tratta,wizz air malta,w46603,fermato,,
voli disponibili,fco,lhr,2024-01-11 07:00:00,roma,londra,regno unito,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli investigati,bgy,cmn,2024-01-11 07:00:00,bergamo,casablanca,marocco,2.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi generati,flr,tia,2024-01-11 07:20:00,firenze,tirana,albania,8.0,17.0,sdi,,,alb,firenze,tirana,albania,8.0,89.0,89.0,11.0,,f,0-17,singola tratta,albawings,2b0267,in attesa,,
allarmi generati,flr,tia,2024-01-11 07:20:00,firenze,tirana,albania,8.0,18.0,sdi,,,alb,firenze,tirana,albania,8.0,89.0,89.0,11.0,,f,0-17,singola tratta,albawings,2b0267,in attesa,,
voli solo visualizzati,mxp,cmn,2024-01-11 08:00:00,milano,casablanca,marocco,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,mxp,cmn,2024-01-11 08:00:00,milano,casablanca,marocco,2.0,0.0,sdi,,,,,,,,,,,,,,,,,,,
allarmi rilevanti,bgy,stn,2024-01-11 08:00:00,bergamo,londra,regno unito,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,vce,lhr,2024-01-11 08:25:00,venezia,londra,regno unito,4.0,146.0,manuale,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,doh,2024-01-11 08:55:00,milano,doha,qatar,2.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi chiusi,vce,man,2024-01-11 09:15:00,venezia,manchester,regno unito,4.0,4.0,,,,,,,,,,,,,,,,,,,,
voli investigati,blq,ist,2024-01-11 09:25:00,bologna,istanbul,turchia,8.0,1.0,,,,,,,,,,,,,,,,,,,,
voli investigati,vrn,stn,2024-01-11 10:35:00,verona,londra,regno unito,4.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,saw,2024-01-11 10:40:00,roma,istanbul,turchia,5.0,1.0,,,,,,,,,,,,,,,,,,,,
esito negativo,fco,wnz,2024-01-11 11:00:00,roma,wenzhou,cina,5.0,4.0,,,,,,,,,,,,,,,,,,,,
voli con allarmi,bgy,saw,2024-01-11 11:10:00,bergamo,istanbul,turchia,2.0,1.0,,,,alb,bergamo,istanbul,turchia,2.0,2.0,2.0,0.0,visto,m,61+,singola tratta,turkish airlines,tk7794,,,
allarmi rilevanti,aoi,tia,2024-01-11 11:15:00,ancona,tirana,albania,8.0,21.0,manuale,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,spx,2024-01-11 11:15:00,roma,giza,egitto,5.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
voli disponibili,cta,tia,2024-01-11 11:50:00,catania,tirana,albania,7.0,1.0,interpol,,,alb,catania,tirana,albania,7.0,89.0,90.0,10.0,permesso di soggiorno,,46-60,singola tratta,ryanair dac,fr8370,respinto,,
viaggiatori entrati,lin,lhr,2024-01-11 12:30:00,milano,londra,regno unito,2.0,31.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,mxp,stn,2024-01-11 12:35:00,milano,londra,regno unito,2.0,146.0,nsis,,,,,,,,,,,,,,,,,,,
allarmi generati,mxp,tia,2024-01-11 12:50:00,milano,tirana,albania,2.0,25.0,manuale,,,alb,milano,tirana,albania,2.0,96.0,96.0,19.0,,,31-45,singola tratta,air albania,zb2003,,,
allarmi rilevanti,mxp,tia,2024-01-11 12:50:00,milano,tirana,albania,2.0,2.0,interpol,,,alb,milano,tirana,albania,2.0,96.0,96.0,19.0,,,31-45,singola tratta,air albania,zb2003,,,
altro,ciy,tia,2024-01-11 12:55:00,comiso,tirana,albania,7.0,1.0,sdi,,,alb,comiso,tirana,albania,7.0,82.0,82.0,14.0,passaporto,f,0-17,singola tratta,wizz air malta,w46673,in attesa,,
esito negativo,ciy,tia,2024-01-11 12:55:00,comiso,tirana,albania,7.0,1.0,manuale,,,alb,comiso,tirana,albania,7.0,82.0,82.0,14.0,passaporto,f,0-17,singola tratta,wizz air malta,w46673,in attesa,,
viaggiatori entrati,mxp,cmn,2024-01-11 13:00:00,milano,casablanca,marocco,2.0,158.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi generati,bgy,stn,2024-01-11 13:15:00,bergamo,londra,regno unito,2.0,11.0,nsis,,,,,,,,,,,,,,,,,,,
esito negativo,fco,pek,2024-01-11 13:25:00,roma,pechino,cina,5.0,49.0,sdi,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,cia,stn,2024-01-11 13:35:00,roma,londra,regno unito,5.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
voli con allarmi,cia,stn,2024-01-11 13:35:00,roma,londra,regno unito,5.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,cai,2024-01-11 14:00:00,milano,cairo,egitto,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,fco,icn,2024-01-11 14:05:00,roma,seoul,corea del sud,5.0,299.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,icn,2024-01-11 14:05:00,roma,seoul,corea del sud,5.0,299.0,sdi,,,,,,,,,,,,,,,,,,,
voli disponibili,vce,stn,2024-01-11 14:05:00,venezia,londra,regno unito,4.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,bgy,edi,2024-01-11 14:30:00,bergamo,edinburgh,regno unito,2.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi chiusi,blq,lhr,2024-01-11 14:35:00,bologna,londra,regno unito,8.0,10.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,mxp,tun,2024-01-11 15:00:00,milano,tunis,tunisia,2.0,28.0,tsc,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,tia,2024-01-11 15:05:00,roma,tirana,albania,5.0,1.0,tsc,,,alb,roma,tirana,albania,5.0,71.0,71.0,6.0,visto,f,61+,singola tratta,wizz air malta,w46691,respinto,verifica richiesta,
voli disponibili,fco,saw,2024-01-11 15:35:00,roma,istanbul,turchia,5.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
allarmi generati,fco,lhr,2024-01-11 15:55:00,roma,londra,regno unito,5.0,2.0,,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,jfk,2024-01-11 16:35:00,roma,new york,stati uniti,5.0,205.0,interpol,,,,,,,,,,,,,,,,,,,
esito negativo,mxp,jfk,2024-01-11 17:00:00,milano,new york,stati uniti,2.0,1.0,interpol,alert manuale,,alb,milano,new york,stati uniti,2.0,1.0,1.0,0.0,,m,61+,singola tratta,neos s.p.a.,no0789,,,
esito negativo,bgy,stn,2024-01-11 17:50:00,bergamo,londra,regno unito,2.0,1.0,,,,,,,,,,,,,,,,,,,,
voli investigati,nap,rak,2024-01-11 18:05:00,napoli,marrakech,marocco,6.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
voli con allarmi,blq,tia,2024-01-11 18:10:00,bologna,tirana,albania,8.0,1.0,,,alto,alb,bologna,tirana,albania,8.0,126.0,126.0,21.0,permesso di soggiorno,f,18-30,singola tratta,ryanair dac,fr8399,,,
voli con allarmi,fco,lhr,2024-01-11 18:25:00,roma,londra,regno unito,5.0,1.0,sdi,,,alb,roma,londra,regno unito,5.0,1.0,1.0,0.0,carta d'identità,m,61+,singola tratta,british airways,ba0558,fermato,,
voli con allarmi,cia,stn,2024-01-11 18:30:00,roma,londra,regno unito,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
allarmi generati,fco,phl,2024-01-11 18:45:00,roma,filadelfia,stati uniti,5.0,4.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,cia,tia,2024-01-11 18:55:00,roma,tirana,albania,5.0,171.0,,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,vrn,tia,2024-01-11 19:00:00,verona,tirana,albania,4.0,115.0,sdi,,,alb,verona,tirana,albania,4.0,93.0,93.0,96.0,,,61+,singola tratta,air albania,zb2011,,,
viaggiatori entrati,fco,tun,2024-01-11 19:05:00,roma,tunis,tunisia,5.0,117.0,nsis,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,mxp,ssh,2024-01-11 19:20:00,milano,sharm el sheikh,egitto,2.0,1.0,,,,,,,,,,,,,,,,,,,,
esito negativo,mxp,tia,2024-01-11 19:50:00,milano,tirana,albania,2.0,23.0,nsis,,,alb,milano,tirana,albania,2.0,118.0,118.0,16.0,,,46-60,singola tratta,wizz air malta,w46609,in attesa,,
allarmi chiusi,bri,stn,2024-01-11 19:55:00,bari,londra,regno unito,9.0,3.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,vce,lgw,2024-01-11 19:55:00,venezia,londra,regno unito,4.0,131.0,nsis,,,alb,venezia,londra,regno unito,4.0,2.0,2.0,0.0,,f,0-17,singola tratta,easyjet europe,ec8297,segnalato,,
voli solo visualizzati,mxp,jed,2024-01-11 20:05:00,milano,jeddah,arabia saudita,2.0,1.0,sdi,,,alb,milano,jeddah,arabia saudita,2.0,1.0,1.0,0.0,,f,0-17,singola tratta,wizz air malta,w45692,fermato,,
voli solo visualizzati,tsf,tia,2024-01-11 20:15:00,treviso,tirana,albania,4.0,1.0,tsc,,,alb,treviso,tirana,albania,4.0,123.0,123.0,15.0,,,61+,singola tratta,ryanair dac,fr8400,respinto,,
viaggiatori con allarmi,mxp,yul,2024-01-11 20:30:00,milano,montreal,canada,2.0,7.0,tsc,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,mxp,yul,2024-01-11 20:30:00,milano,montreal,canada,2.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,vce,evn,2024-01-11 20:45:00,venezia,yerevan,armenia,4.0,90.0,,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,mxp,lgw,2024-01-11 20:45:00,milano,londra,regno unito,2.0,120.0,manuale,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,jfk,2024-01-11 21:00:00,roma,new york,stati uniti,5.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
allarmi generati,fco,ist,2024-01-11 21:10:00,roma,istanbul,turchia,5.0,7.0,tsc,,,,,,,,,,,,,,,,,,,
esito negativo,bgy,shj,2024-01-11 22:10:00,bergamo,sharjah,emirati arabi uniti,2.0,47.0,nsis,,,,,,,,,,,,,,,,,,,
allarmi generati,fco,tpe,2024-01-11 23:25:00,roma,taipei,taiwan,5.0,8.0,sdi,,,,,,,,,,,,,,,,,,,
allarmi generati,lin,lhr,2024-01-12 00:00:00,milano,londra,regno unito,2.0,3.0,interpol,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,hgh,2024-01-12 00:00:00,roma,hangzhou,cina,5.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,fco,evn,2024-01-12 00:00:00,roma,yerevan,armenia,5.0,7.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,blq,lhr,2024-01-12 00:00:00,bologna,londra,regno unito,8.0,106.0,,,,,,,,,,,,,,,,,,,,
esito negativo,fco,sin,2024-01-12 02:05:00,roma,singapore,singapore,5.0,9.0,nsis,,,,,,,,,,,,,,,,,,,
voli investigati,fco,beg,2024-01-12 06:10:00,roma,belgrado,serbia,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli investigati,bgy,tia,2024-01-12 06:10:00,bergamo,tirana,albania,2.0,,tsc,,,alb,bergamo,tirana,albania,2.0,,,,visto,f,61+,singola tratta,wizz air malta,w43845,in attesa,,
allarmi chiusi,cia,edi,2024-01-12 06:15:00,roma,edinburgh,regno unito,5.0,2.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,cia,stn,2024-01-12 06:20:00,roma,londra,regno unito,5.0,178.0,sdi,,,,,,,,,,,,,,,,,,,
esito negativo,cia,stn,2024-01-12 06:20:00,roma,londra,regno unito,5.0,,nsis,,,,,,,,,,,,,,,,,,,
esito negativo,nap,ltn,2024-01-12 06:30:00,napoli,londra,regno unito,6.0,4.0,nsis,,,,,,,,,,,,,,,,,,,
voli disponibili,cia,man,2024-01-12 06:45:00,roma,manchester,regno unito,5.0,1.0,,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,trn,tia,2024-01-12 06:55:00,torino,tirana,albania,1.0,1.0,,,,alb,torino,tirana,albania,1.0,122.0,122.0,26.0,carta d'identità,m,18-30,singola tratta,wizz air malta,w46603,,,
voli disponibili,fco,gla,2024-01-12 06:55:00,roma,glasgow,regno unito,5.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,mxp,lgw,2024-01-12 07:05:00,milano,londra,regno unito,2.0,154.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,bgy,shj,2024-01-12 07:15:00,bergamo,sharjah,emirati arabi uniti,2.0,16.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,bhx,2024-01-12 07:15:00,roma,birmingham,regno unito,5.0,156.0,tsc,,,,,,,,,,,,,,,,,,,
voli con allarmi,bgy,stn,2024-01-12 07:15:00,bergamo,londra,regno unito,2.0,1.0,interpol,,,ago,bergamo,londra,regno unito,2.0,1.0,1.0,0.0,permesso di soggiorno,m,18-30,singola tratta,ryanair dac,fr2696,,,
allarmi chiusi,cta,ltn,2024-01-12 07:30:00,catania,londra,regno unito,7.0,2.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,nap,dxb,2024-01-12 07:30:00,napoli,dubai,emirati arabi uniti,6.0,121.0,,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,cta,dxb,2024-01-12 07:35:00,catania,dubai,emirati arabi uniti,7.0,13.0,,,,,,,,,,,,,,,,,,,,
allarmi generati,mxp,tun,2024-01-12 07:45:00,milano,tunis,tunisia,2.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,tun,2024-01-12 08:00:00,roma,tunis,tunisia,5.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,lin,ruh,2024-01-12 08:00:00,milano,riyadh,arabia saudita,2.0,0.0,,,,,,,,,,,,,,,,,,,,
allarmi chiusi,cia,tia,2024-01-12 08:10:00,roma,tirana,albania,5.0,10.0,sdi,,,alb,roma,tirana,albania,5.0,154.0,154.0,9.0,,m,31-45,singola tratta,ryanair dac,fr8360,,,
esito negativo,vce,ist,2024-01-12 08:10:00,venezia,istanbul,turchia,4.0,2.0,sdi,,,,,,,,,,,,,,,,,,,
allarmi generati,fco,dxb,2024-01-12 08:55:00,roma,dubai,emirati arabi uniti,5.0,42.0,nsis,,,,,,,,,,,,,,,,,,,
allarmi generati,blq,stn,2024-01-12 08:55:00,bologna,londra,regno unito,8.0,7.0,manuale,,,alb,bologna,londra,regno unito,8.0,4.0,4.0,0.0,,f,,singola tratta,ryanair dac,fr0194,in attesa,,
allarmi chiusi,fco,dxb,2024-01-12 08:55:00,roma,dubai,emirati arabi uniti,5.0,41.0,interpol,,,,,,,,,,,,,,,,,,,
voli investigati,vce,lgw,2024-01-12 09:00:00,venezia,londra,regno unito,4.0,1.0,,,,,,,,,,,,,,,,,,,,
allarmi generati,bgy,bfs,2024-01-12 09:15:00,bergamo,belfast,regno unito,2.0,1.0,,,,alb,bergamo,belfast,regno unito,2.0,1.0,1.0,0.0,,m,18-30,singola tratta,ryanair dac,fr9603,respinto,,
voli disponibili,mxp,lgw,2024-01-12 10:00:00,milano,londra,regno unito,2.0,1.0,nsis,,,alb,milano,londra,regno unito,2.0,3.0,3.0,0.0,,f,46-60,singola tratta,wizz air malta,w45785,,,
voli disponibili,fco,saw,2024-01-12 10:40:00,roma,istanbul,turchia,5.0,1.0,tsc,,,alb,roma,istanbul,turchia,5.0,1.0,1.0,0.0,visto,m,0-17,singola tratta,turkish airlines,tk7660,respinto,,
viaggiatori entrati,flr,lcy,2024-01-12 11:25:00,firenze,londra,regno unito,8.0,69.0,sdi,,,,,,,,,,,,,,,,,,,
esito negativo,vce,man,2024-01-12 11:30:00,venezia,manchester,regno unito,4.0,3.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi generati,fco,lhr,2024-01-12 11:55:00,roma,londra,regno unito,5.0,3.0,interpol,,,,,,,,,,,,,,,,,,,
voli disponibili,bgy,ema,2024-01-12 12:05:00,bergamo,derby,regno unito,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,icn,2024-01-12 12:10:00,milano,seoul,corea del sud,2.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
voli disponibili,blq,cmn,2024-01-12 12:50:00,bologna,casablanca,marocco,8.0,1.0,sdi,passeggero noto,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,cmn,2024-01-12 13:00:00,roma,casablanca,marocco,5.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,cta,tia,2024-01-12 13:10:00,catania,tirana,albania,7.0,142.0,sdi,,,alb,catania,tirana,albania,7.0,91.0,91.0,5.0,permesso di soggiorno,f,61+,singola tratta,wizz air malta,w46605,in attesa,,
voli con allarmi,bgy,kiv,2024-01-12 13:20:00,bergamo,chisinau,moldavia,2.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
allarmi chiusi,fco,pek,2024-01-12 13:25:00,roma,pechino,cina,5.0,37.0,,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,pek,2024-01-12 13:25:00,roma,pechino,cina,5.0,246.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,vce,bhx,2024-01-12 13:55:00,venezia,birmingham,regno unito,4.0,142.0,,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,bgy,stn,2024-01-12 13:55:00,bergamo,londra,regno unito,2.0,1.0,,,,,,,,,,,,,,,,,,,,
allarmi rilevanti,mxp,mct,2024-01-12 14:15:00,milano,muscat,oman,2.0,1.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,lin,lhr,2024-01-12 15:00:00,milano,londra,regno unito,2.0,141.0,manuale,,,,,,,,,,,,,,,,,,,
voli con allarmi,nap,lhr,2024-01-12 15:05:00,napoli,londra,regno unito,6.0,1.0,nsis,,,alb,napoli,londra,regno unito,6.0,1.0,1.0,0.0,permesso di soggiorno,m,61+,singola tratta,british airways,ba0534,respinto,,
viaggiatori investigati,flr,lgw,2024-01-12 15:34:00,firenze,londra,regno unito,8.0,114.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,fco,doh,2024-01-12 15:35:00,roma,doha,qatar,5.0,261.0,nsis,,,,,,,,,,,,,,,,,,,
voli disponibili,fco,saw,2024-01-12 15:35:00,roma,istanbul,turchia,5.0,1.0,tsc,,,afg,roma,istanbul,turchia,5.0,2.0,2.0,1.0,carta d'identità,f,0-17,singola tratta,pegasus airlines,pc1225,,,
voli con allarmi,fco,doh,2024-01-12 15:35:00,roma,doha,qatar,5.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,mxp,dxb,2024-01-12 15:55:00,milano,dubai,emirati arabi uniti,2.0,503.0,tsc,,,alb,milano,dubai,emirati arabi uniti,2.0,2.0,2.0,1.0,,m,61+,singola tratta,emirates,ek0091,,,
allarmi rilevanti,mxp,dxb,2024-01-12 15:55:00,milano,dubai,emirati arabi uniti,2.0,3.0,tsc,,,alb,milano,dubai,emirati arabi uniti,2.0,2.0,2.0,1.0,,m,61+,singola tratta,emirates,ek0091,,,
voli investigati,psa,tia,2024-01-12 16:10:00,pisa,tirana,albania,8.0,1.0,,,,alb,pisa,tirana,albania,8.0,123.0,123.0,11.0,permesso di soggiorno,f,0-17,singola tratta,wizz air malta,w46649,fermato,,
voli investigati,vce,lgw,2024-01-12 16:20:00,venezia,londra,regno unito,4.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
voli con allarmi,vce,lgw,2024-01-12 16:20:00,venezia,londra,regno unito,4.0,1.0,manuale,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,nap,rak,2024-01-12 16:35:00,napoli,marrakech,marocco,6.0,178.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,fco,jfk,2024-01-12 16:35:00,roma,new york,stati uniti,5.0,0.0,manuale,,,,,,,,,,,,,,,,,,,
esito negativo,fco,lgw,2024-01-12 16:40:00,roma,londra,regno unito,5.0,2.0,sdi,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,bgy,tng,2024-01-12 16:50:00,bergamo,tangier,marocco,2.0,,nsis,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,bgy,man,2024-01-12 17:10:00,bergamo,manchester,regno unito,2.0,188.0,tsc,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,blq,beg,2024-01-12 17:30:00,bologna,belgrado,serbia,8.0,48.0,manuale,,,,,,,,,,,,,,,,,,,
voli con allarmi,mxp,ltn,2024-01-12 17:30:00,milano,londra,regno unito,2.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
voli investigati,mxp,cai,2024-01-12 17:30:00,milano,cairo,egitto,2.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori con allarmi,fco,ewr,2024-01-12 17:40:00,roma,newark,stati uniti,5.0,2.0,interpol,,,,,,,,,,,,,,,,,,,
voli solo visualizzati,fco,jfk,2024-01-12 17:50:00,roma,new york,stati uniti,5.0,1.0,interpol,,,,,,,,,,,,,,,,,,,
viaggiatori investigati,bgy,dxb,2024-01-12 18:00:00,bergamo,dubai,emirati arabi uniti,2.0,142.0,sdi,,,,,,,,,,,,,,,,,,,
voli con allarmi,fco,beg,2024-01-12 18:05:00,roma,belgrado,serbia,5.0,1.0,nsis,,,,,,,,,,,,,,,,,,,
voli disponibili,mxp,jfk,2024-01-12 18:15:00,milano,new york,stati uniti,2.0,1.0,,,,,,,,,,,,,,,,,,,,
viaggiatori entrati,cia,rba,2024-01-12 18:55:00,roma,rabat,marocco,5.0,190.0,,,,,,,,,,,,,,,,,,,,
allarmi chiusi,cia,rba,2024-01-12 18:55:00,roma,rabat,marocco,5.0,33.0,interpol,,,,,,,,,,,,,,,,,,,
voli investigati,fco,lhr,2024-01-12 19:10:00,roma,londra,regno unito,5.0,1.0,tsc,,,,,,,,,,,,,,,,,,,
